post,label
favorite breakfast i dont eat breakfast,1
fine youre the only geek happy now yes i am thank you,1
for petes sake comes from the bible for saint peter one of jesus apostles its like cursing saying for jesus christ or god damn yours,1
girly pack your bags thats us were off to party in the usa with this guy lmbo you coming xd oh my lee ima be there,1
hi i just got spammed by her lol who did you spam,1
hey how are you hawaii is beautiful isnt it i was going to say tonga but im not sure if thats the right word lol ok,1
haha i love your name one here thank you,1
has anyone ever told you that you are more full of shit than a christmas turkey yes you just then thank you gabe,1
hater is back in my page laugh out loud slap and tickle comment,1
have you ever looked at someone and felt so angry that you wanted to kick him in the balls yes,1
have you ever heard of a rugmuncher i was just wondering lol can you tell me what it is i heard one thing but im not sure and ill post on yours lol,1
have you ever watched jersey shore on mtv youre such a dork do you know i love that show youre asking me if ive seen it and i dont get you sometimes lol,1
have you ever suspected your cousin or sibling of foul play how did you deal with it im still trying to figure that bit out,1
hey girl what are you doing call me later there are some asians at the club tonight want to hook up hey dude not much whats your number asians at the club im there because im asian,1
hello my no homo lover d chu doings hey my no homo mother sister aunty uncle brother lol im playing msn games at the moment then ima get up and prolly wait for u to get on if ou dont take your time that is miis u muj sorri for bailing batt died and then i was to tired to get up and charge it so i fell asleep wea emz u,1
hey baby how have you been i havent seen you for a long time what have you been up to long time no see have i even seen you before,1
hey sugar tits want to meet at night ill be racing my evo metallic blue with a white stripe on top i got tinted front windows too look for me wash your mouth out with soap and approach me properly,1
hey you fucking jerk i fucking love you,1
hi miss you im missing you to,1
hold up let me call you right now because you have not answered my question lol you geek yeah yeah whats up,1
holy moo holy lmao aww no you got in trouble lmao lol,1
hope you know were not getting any pets for the house jaja please kill them lol i dont kill them they just die or people send them places without my knowledge lol,1
hope you were dreaming about me i was dreaming too i cant believe im a member what about you i think the flow of a river is like life i have no idea but yes im laughing catch my drift laughing out loud holy water dork,1
how big of a flirt are you youre not a flirt at all lol shut up,1
how big are your breasts pervert lol,1
how do australians sound like people or nonpeople lol lmao aliens from outer space lmao you should not do that lmao,1
how do you feel about oral sex no disrespect to anyone love it always good before and after the real deal,1
how do you feel if i walk into the bathroom when you are in the middle of using the facilities lol such a homo i would tell you to get out slam the door and laugh,1
how hard is it to get voted as your best stalker takes out pen and paper well as you like to call yourself your at the top of the list so far so ur algud d d,1
how many people have you slept with omg babe youre such a dork no comment,1
how many siblings do you have i have sisters and brothers and only a blood sister,1
how often do you go out not as often as i should maybe ask yourself these questions,1
lol thats a lie i hope its not though lol,1
who knows who jade is should i look,1
lol spam not with spam lol,1
i bet if i were more attractive than mr flintstone you and i would have changed phone numbers huh so you think miss flintstone is sexy as well huh,1
i bring my iphone as backup laughing my ass off youre such a loser,1
i did not workout again today i am just going to redo the whole week oh my god you better not be moody for real cause i will like slap you through the screen lol,1
i dont want your weird contacts and im not spamming anyone im not that much of a geek you know lol i saw you right on top of me homosexual and spamming you egg,1
i dont care how beautiful you are you are spammed hehehe well thank you once again for the spam its been trademarked so dont try and steal it d,1
i have fallen for mr flintstone aw so sad he doesnt like you he dates girls with a personality and an identity hmm hope you didnt hurt yourself we fell in love,1
i hate you you see that already you look better than me so i have to hate you aww brandon you hurt my feelings now you hate me lmao well you think youre sexier than me but thank you i think its your turn to spam r r sigh r r i guess you took my title away from me for now are we ready for round of our spam,1
i hope youre okay i know youre going to see her whats right,1
i know i dont know what the heck i just did either lol im just here to spam the message out of your inbox like ill do with sir spectacular soon so chu doing winks yeah i just said that as if i was joey from friends lmao hes hot yeh i know what you went say girly you think err one hot well not really just a few people and you know who yes mike one o lmao anyway homo lover se u in a bit,1
i know exactly where you are google map satellite image i know you do like you knew the memorial park you clown,1
i mean your um my um what choose your words carefully,1
i meant this what is that why did you send that to me,1
i reckon i can beat you in swimming i reckon you cant,1
i say hit the clubs exclamation mark and ill answer your questions tomorrow exclamation mark and what do you mean make sure im not blocked you exclamation mark how do i check that exclamation mark i am not blocked you exclamation mark youre my only kiwi link on here exclamation mark i need you exclamation mark you admitted you need me exclamation mark i know that exclamation mark is gay and im third exclamation mark jump on seems like you da only one dat loves me today exclamation mark,1
i talked to her this morning at about 11 am i want to know whats going on with her please tell me,1
i think there is traffic on the tracks oh my god you know last month stupid people were jumping in front of the trains oh my god that was annoying im like just run them over lol,1
i wish they all could be australian girls wish who we are what fills me in,1
im going to poke your eyeballs out do you want to know why too bad im not telling you lmao you need anger management classes my lady i tell you that err night you go to pick up a shoe throw rocks and pots and pans lmao hides you violent lol,1
im picking out lead from my zz because i asked you for your phone number any suggestions ahahahaha well lets see what misty has to say about that one lol,1
i have a very large penis can i put it inside of you where are my bodyguards when i need them laugh out loud,1
i get the hang of it in a few days i reckon i did it in a few days where is that sounds so familiar,1
i dont know why i asked that question anonymously laughing out loud because you are a geek,1
if barbie is so popular why do you have to buy all of her friends a taste of your own medicine phew let me go ask barbie ill be right back lol,1
if i hate you would that make you sad it will make me sad but the world is full of hate so i should be used to it,1
if i keep asking you not to go i know laugh out loud i know you geek,1
if i stopped talking to you would you care yes i would care why wouldnt i,1
if looks could give you aids would you make everybody blind probably lol,1
if you died tomorrow do you think i would care i really wouldnt care if you cared or not because i would be dead lol,1
im going to stalk you so hard until it hurts laugh out loud okay do what you got to do laugh out loud,1
im home now i need water please drink water,1
i mean you mean,1
im going to become a flight pilot just so i can fly over there you know that well maybe not im not that smart hehe lmao you geek fly here party and fly back if you wanna d,1
is doggy style the only style only one of the best styles i know,1
is your little sister retarted or what lol i dont know you talk to her and you know she is laughing out loud,1
it must suck to be it must suck to be a teenager,1
its okay about your network i understand and same as your phone network,1
its an old one about being a woman laugh out loud,1
im back i just took some shots again laughing out loud then she said to me you smoked today huh and i said no i didnt laughing out loud,1
im so happy for you,1
lol someones all distracted lol cant write right now its ok i understand your obsession lol who not me ahaha shup u doing spamming my contacts go find your own lol,1
lol uh ok but mess up and you will waken up one day with a patch of mafo wow you touch my hair you will die for sure lol and oud have to get me sooper tired or drunk to be ability to touch my hair to begin with lol,1
lol you change your number again some jungle lmfao voicemail goes with your name whats up with your name lol wat u mean again lol you doosh no i lost my fone cant find it no where if i dont find it tomorrow ima buy another one stfu my babys name chill we gota be the same to roll the same you know how we do p,1
laugh out loud you have a stalker oh i doo i actually have many can you take some off my hands please,1
laugh out loud vomit ever vomit in your mouth and didnt want to spit it out so you swallowed it again eww noo yuck dont fill my page with such grossness laugh out loud,1
laughing out loud is it cool well i use australian words like reckon oh and my favorite bat tree laughing out loud its better than batry who have you been talking to,1
laughing out loud um when youre going to wash your hair but you have to treat it right because i love it a little less than you do ill wash it when you get rid of that australian shampoo you have,1
look at my friends i just saw them,1
may i be your favorite stalker damn it i forgot to put it on anonymous good night day hun ahahaha yes you are my favorite stalker one of them in a way yes,1
may i have your phone number runs from mistaflintstne lol hmmm mista flintstne what do you think,1
nerd welcome back we have you been late again lol missed you joxx missed you,1
no i think thats cool so you couldnt have made it up and you cant steal ours hella and hecka didnt say i made it up dork i said thats what i say,1
no youre the fool lol nah she asked me and i answered ahh,1
oh watch out for haters they are back laugh out loud i know what you mean laugh out loud,1
oh and before i go you did not even add me in facebook punk lol see you tomorrow aww i am so excited i will do it tomorrow nah for real i have nothing else to do,1
oh yeah i knew emily the two of us were in our schools band her voice annoyed me its annoyingly high oh and tell me why you nearly knocked her out ill tell you a story about something like that to do with her lol,1
oh of course it works on everyone elses end lol thats right your biggest spammer,1
oh sorry how often you wash google then what are you on seriously are you on drugs lol,1
oh thank you people yes i always thought my cousin was a whore no offense to her but thank you for clarifying that she is easier than a game of xandos and yes as of last night she is the number aww ahh i didnt get that question what one was that,1
okay let me get this straight so youre saying that your boyfriend is asian not chinese,1
ok this comes with a warning label my cousin has slept with men does this make her a whore or a slut is this number a lot would she have been better to get them to pay since she basically gives it away to anyone she meets in a bar your opinion wow didnt know there were men in the world ok sorry lol real answer im not one to judge people but she could be going through some deeper stuff than what you see and sleeping with these men is all she may no i dont think shes either a whore or a slut maybe shes a,1
okay i keep getting invites to spam but they dont spam me back i know i got an invite to spam but i dont spam,1
omg you look so pretty with those chunky beads on you you know that those are jerrys beads right lol thats hilarious my beads are so much better than his so do you as a matter of fact lol mwah thats awesome,1
omg i forgot to call my buddy today was his only day off too well ill text him later but if i went to visit him i would definitely have smoked but i didnt wow i want to slap you you promised that you wouldnt and when we talked last week you didnt im mad at you now,1
once a beater always a beater agree or disagree i know someone who beat his wife senseless he took her to move to another country for him to wake up and see that life is too short to be doing this and she is the most important woman to him theyve been together for years married for a long time he hasnt hit her in over years,1
ohhhh im going to cum up behind you stalk you and bend over you let me stalk you good hard,1
oh my god im back at it again laughing out loud spam time jaja please come see me in a minute yes im not spamming you im just asking a question hurry up and reply,1
ouch o o you just got buttfucked slapped and you just been pimped slapped,1
please pardon me i had the notion that you might be of asian ethnicity yes yes yes yes yes to water you have to say yes,1
have you ever broken one of these i dont mean to,1
are you the queen of hearts no i dont believe i am apparently i just broke them,1
ready to get owned by you yes do you,1
rough passionate sex or slow passionate sex both passionate then the good stuff later lol,1
sheila or shay omg shay lmao,1
shhh r do not be using my real name i do not want shay to know i am still here lol lmao aww shh shay might find out hole up yells shays name online now sorry gabe i had to do it lmao,1
sick is that why youve been mia gayness flu or something and aww glad youre online too how long are you online for im here until my parents get home sike i cant stay out of the house that long lol mia is about right on my phone it pisses me off,1
since you are an australian do you rope wild animals in your free time well im not australian i just live here and no i dont laugh,1
sleep naked laugh out loud yes kinda laugh out loud,1
so the cockroach is slang for a person from new south wales lmao what since when what why how huh,1
so you and mr big forehead are dating now huh yes whats it to you,1
spam email stolen laugh with that time that wow you really need to make your own dictionary of words little one laugh,1
spam me sure thing,1
speaking of cars did you crash at all while you were learning to drive and how come you had to teach yourself how to drive thats a bit sad lol yeh i reversed into a pole in onehunga lol,1
suki suki five dolls for the eggrow hi,1
thats your old age laugh out loud spam spam the one you spammed yesterday and she still hasnt spammed you back laugh out loud,1
there is something sweet and delicious i had to climb the tree though i was drunk again too im laughing out loud drink driving and texting you are a dork im going to slap you,1
there was this girl who i was kind of friends with who didnt like emily so was spreading some rumors about her she said she was really a man like a boy anyway emily heard that it was this girl and barged into our class one day continue laugh out loud she is a man who sings like one to p,1
this is the saddest day of my life i lost a friend someone who knows me all for what i really want to delete these questions but i wont,1
to the anonymous person you are a dog and you eat my meat,1
told you i would spam you rape your page lol o o guess you were half asleep because you sent this one twice lol,1
youre about to go all rambo on this form spring with this freaking formspring bithc grr tell me about it oh my god so over this form spring now i might go and do something useful like watch jersey shore again lol,1
um were at my house i think i left it in your room last night mom needs it back hehe what you did that lol hands it back you said you brought that right haha youre such a dork lol hands it back,1
use a condom thanks mom,1
you speak chinese translation please,1
what does reckon me like you think,1
what does it do when girls throw beads at rza xd bwahahahaha lol can you go and be violent on her page please ahaha im not doing muj talking to will and answering questions,1
wait delete that question about arrest let it linger,1
what would you do to stop me from killing myself or committing suicide i would tell you to fly to australia find you a sex worker worth living for and you be good,1
watching bleach and going to bed at night is okay im answering questions and will be out,1
what is your favorite position only the one im with cant that i dont like,1
he wears the weirdest most interesting place a person has actually licked your ears,1
well bootyful people should say thank you for a bit try not to miss to muj especially you clarissa lol feel free to spam me still love you guys talk soon be good and play nicely shay has now left the building,1
since you dont want an answer ill drop your car off on thursday hello doosh i want my car back today or tomorrow im at work tomorrow so i need it tonight please im not catching the bus,1
were you ever the people who i would get kicked out of the movie theater lol i bet no comment im a respectable person in the movies thank you no noise no pop corn thrown no laughing nothing,1
what color panties are you wearing same color as the inside of your hands,1
what do you make of men who are always trying to touch a womans breasts or slowly glide up their legs to touch you know creeps,1
what do you do for fun chill out with friends and family or talk to my baby and my boo,1
what is rasic they are calling you a raisin yes they are,1
what is your best physical feature laughing out loud my hair,1
what are you doing im back on facebook,1
what was the last book you read lol ahh i have no idea,1
what is the point of killing your spouse if you can just get a divorce a divorce costs money and time killing him is just an easy way out you wont have to pay for his expenses,1
whats the shortest skirt you have ever worn how much did it show not that short where can you see a lot may be half way up they thigh but im not into short skirts,1
what is your favorite color lingerie white and black,1
what is one thing you strongly dislike about a male and about a female im just going to go with dis like shadyness trying to be a player chikies maybe their bitchy cattyness,1
what is your opinion on cougars such as older women dating younger men lol hes okay not shit lol no forreallies lol its cool shows you still have some funk in you,1
what is your opinion on people who leave home without their underwear on like going commando lol hmm i dont know because i know guys who go commando but i thought it was normal for guys haha,1
what is your opinion on the name shelby do you think of a girl or a guy no i dont like it its gross no no way no ahhr i thought you meant as a baby name a girl i had a friend named shelby,1
what is your opinion on people marrying outside their own race what do you think when you see a biracial couple out together well do you fall in love with the person or with the color of their skin or their ethnicity i did neither i looked at my boyfriend for who he is and how he treats me no one is perfect but we all try to discriminate when its not necessary,1
when is the last time you had a full body massage i havent had one yet,1
when you were little did you ever think the moon was cheese no but when i was little i used to think there really was a man who lived on the moon,1
where did you come up with the name moo for him youre a spazz of a moment lol,1
which card do you wish people would not play anymore because you find it to be highly annoying stupid and example it could be racial political and malevolent etc the v card joxx ahh non of that bothers me really,1
which is the one song that comes to your mind when you think of me r and dnt say obssessed loser lmao ahh hmm ok ill post it r r and yes also an excuse to listen to it again dd,1
who do you like going out with your boys your girls are a mix of both hello mista spammer kinda both depends i have close girl friends and close guy friends dont really mix though more like clash,1
why are cats free and dogs cost money pussies are free for obvious reasons and its not cheap being a down ass rat,1
why did you give your niece a black eye and send her to bed hungry lol told you not to put her to bed with water and bowels worried because they usually wake up when i leave for work but today not a peep lol youre a dork,1
why do you follow me do i follow you for the same reason you are my contact,1
why would someone hate you i have no idea as well but i will let you know when i find out,1
why would some one love you i dont know but when i find out ill let you know,1
would you rather post a pornographic photo of yourself on the internet which will be there forever or let a petty person touch you all over in xrated places using the internet i think i dont know thats a hard one lol,1
would you like to date an asian person i date guys who can make me laugh get along with my friends are respectful to me understanding of my family and have a good head on their shoulders does that answer your question lol,1
would you rather be licked bitten or sucked why how bitten set the mood,1
what are you wearing what are you wearing,1
what kind of panties do you have on your hips and pimps,1
whats up are you too small or too big to be big small enough,1
what do you like what are your favorite types of asian food i like them all im not a hater,1
whats up mrs f wanna go to the movies i dont know what to do,1
yes it is fucking retarded i hate this tell clarissa i tried and it just keeps saying process error,1
yeah ill get one for real soon okay babe my contract is almost up,1
you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your identity you know your picture does not match your,1
yo sexy how are you youre tight girl yes im asian i roll my eyes,1
you wow you bet talk to me right now because this situation is not funny anymore what is going on,1
you call gmac moo yes i do he calls me that to d,1
you work in a bank right are you as stuck up looking as every other bank teller oh hang on you do not work out as a teller do you yes i work at the bank no i am not stuck up yes you are right i am not a teller,1
youre my baby really,1
zoomike zoorissa zoonata i dont care oh my god they not zoos and nature not on here you dork,1
abcdefghijklmnopqrstuvwxyz woww youu knoww the alphabet,1
answer your questions bit by bit alrightt alrightt haha,1
are you a hobo no i am not,1
are you a member of the chimpanzee family definitely not,1
are you guys going to the party tonight,1
did you know that i think youre gay,1
did you know that you remind me of an old man again no i did not butt like i said thanks for informing me,1
did you know you are a male anagram of hitler what is that haha,1
did you know you smell like an old man um no i didnt i didnt butt thanks for informing me,1
do you sniff poop most defensively not at all,1
do you think that mr hagos is a sexy beast no i dont,1
fanny or dick,1
gay is not cool p okayy,1
have you ever visited monkey land no but you have a lot of lauras,1
hello acacia payne in the ass youre not to sue me i enjoy being called a pain in the ass butt i guess ill have to deal with it,1
hello i am sorry but i do not want to go to the party,1
hey my name is harry beaver um okay thenn,1
hey you know helloo yeah im kidding are you,1
how do you spell retard like that,1
how many chickens are in my hutch,1
how many chickens are in my hen house in your hen house id say three just one on the safe side,1
i think you need little girls diapers youre funny and youre wrong,1
i think youre gay sorry um okay,1
i want to have sex on the beach go for it thenn,1
i want your cock in my mouth sorry to burst your bubble but i did not know i had a cock bahh,1
i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would not say being gay was cool i would,1
i wrote one more letter to you but you didnt slap me you fanny huh,1
i love you you suck my mouthpiece x,1
is it true that sam kersley has a vagina according to kelly tarrant he has always told the truth haha,1
its true that you are a ginger at heart false,1
may be good at analyzing you never know hey stop bullying him just because he gets his trainers from asda my mom shops there and as for the dad he just shops in poundland youre gay hahaa shut up lauraa youre your own gayy onee,1
stop acting like you know everything youre fat get over yourself youre mouthy slag and no one is better than everyone else tbh could not give a flying fuck what you have to say and youre okay im fat and get some bricks and build a bridge and get over it,1
you are ugly and common ohh thanks means a lot,1
whoever said you ugly and common is a jealous ignorant and hateful person honestly get a life youre lovely and you dont pay attention to anyone they can go die but they cant go anywhere without you thank you stranger but i couldnt really care what they think im me,1
why are you so gay i think it cool,1
why are you so dumb im not sure if i am just a little late,1
why are you so fat well done for stating the obvious now why are you so ugly,1
why are you so dumb im not well i dont mean it,1
you are a good comparison to a camel which means you are very stubborn and slow,1
you do make me laugh you twitt bumm d guess who,1
you have to and must answer this would you rather drink a year out of date milk or lick a camels foreskin and give matt wilson his head ermm i think i would rather go for the second option haha,1
you put them in a circular room and tell them to sit in the corner yeah thats really not funny a circle has no corners haha,1
you wet willy of course,1
you wet your pants,1
you jamie colee sexy timee noppie,1
youre so pretty i just wish youd gain some selfconfidence thank you i do sort of,1
you need to answer your questions i am gay i am gay,1
today was a weird day i just ate a lot of food for the first time weird stuff happened today ill tell you tomorrow,1
holly shit haha hey hey guess what now days hahaif you answer this tomorrow then its if you answer it on thirsday then its if on friday then if you dont answer then and your gine hahaha there kristen now you dont have to say the days left hahaahahaha thank you for that,1
cant care less youre so lame,1
do you want to die,1
orgy i do not know how to respond to this,1
ah whoo zach noes,1
all those people are lying youre not cute vv youre right i am sexy beast,1
i am not you i am not a hoe i am not a baybay i am not new i am not a weenie,1
and who are the hot chicks you are talking about,1
are you busy im not sure if youre going to the beach that im not going to only like the boys,1
ass face y,1
awh hell nor im already cool niz psh yea right yo chain dont hang low like minez,1
aww but you do not have to be on emilys side its not a big deal alright bygurl you can hit me up when some other person is threatening to kill you then ill have your back that time,1
because i dont like to talk much ahahaha hahaha whenever im around a girlfriend i dont talk as much as i do when im with friends,1
being,1
buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo shuddup,1
calm down calm down do not get a big dick do not talk shit about total,1
i cant imagine being grounded for months plus i dont even know if you can can i serenade you at your house in the middle of the night,1
cute with a bootie where,1
damn im not rolling that kind of cash but a question whats something crazy you want to do before you die have some with two hot japanese women,1
dick face what if dicks had faces,1
did you just say my name i believe i typed the name billy,1
do you smoke or drink i used to smoke but quit have not done it since december and i do drink whenever its available but i never get drunk never have been,1
do you think youre some kind of cutie i dont think i know,1
do you want to die ill kick you in the nuts and run by the back door,1
does your dick have a name haha it has many names most of the time i call it big victor pleasure and even dakotah,1
do not fucking talk to victor i am trying to get my formspring count up,1
emily must come first in terms of love but you can come first in terms of getting laid,1
f u,1
favorite color diarrhea green,1
for you let us go to the fair,1
filthy mexican where,1
fool ill talk to you on myspace fine,1
fu bawls,1
fuck you shit homie i will not fuck any shit thank you,1
i hate your ass i love your ass,1
thats all the way in ohio the guy lives in ohio,1
get at it then then you can be cool get at what my hand,1
give me money please heuehauheuaei ban you report you give me money can i just give you seconds,1
go read my formspringr now stop,1
go to the movies with me i didnt even see you at the show i was shirtless and bloody i know dude couldnt find you guys fuckers no way you guys got bloodied up,1
good im going to cut myself,1
haha man gigglez i think it was kinda girly so youre a gay man,1
hehehehe shuddup fool ill beat you up,1
hey youre so mean why are you being so nasty,1
hey hey you your background yeah thats you in two years tough luck im going to be a skull with drumsticks you make no sense woman,1
hey i call you a baby youre a baby,1
hey well i just giggled at something my friend said then giggled when i read your information lawlz what kind of man giggles,1
how the hell do you have a d in psychology do you not do the notes or something i dont do too well on the tests,1
how would that guy in the back with blue know me i dont even know him he watches you sleep,1
sexing what the fuck,1
im not falling for that one again,1
i just got a virus from your computer,1
i am not a baby you jerk off hahaha jerkoff xd but you are yes yes you are,1
i can teach football i can teach sex education,1
i didnt mean it im crying,1
i do too know you like that guy,1
i dont care i didnt think so,1
i got my braces off victor lucky son of a bitch,1
i know you love people dont lie im not an orphan victors name people,1
i like you but im andrew she can find anyone,1
i saw you with some beef in math class the other day he wears blue a lot and always wears a brown jacket that mutt is one piece of ass,1
i see you see nothing foolish child,1
i sigh every time i see you in a good or bad way,1
i taught jillian all she knows did you teach her how to destroy a merloc,1
i want to be the very best that no one ever was dun dun dun to catch them is my real test to train them ma causee ive been traveling across the land searching far and wide these pokemon to understand the power thats inside them ohhs it me and youu dude i fuckin love you,1
ill chill in a stroller do i have to breastfeed you,1
im only months younger than you beabee,1
im sorry i hate you i love me,1
im taking english history honors geometry ceramics psychology and tennis by the way im really hoping the daks shit gets deleted but then there will be no hope left for the rest of us,1
ive been asked that question like times should not duplicate fool,1
if you won a million dollars what would you do with it your mom,1
i hate people fuck the sluts,1
im a girl make me a sandwich,1
im the one in the blue behind zach in your wallpaper you have a nice back,1
im okay thanks for asking just been hanging out with the friends,1
im sure you did victor i believe in you thank you nate i appreciate it i believe in you also,1
lies im squeaky clean senorita,1
like who likes dakotah whore,1
laughing out loud,1
massage my back and feed me grapes yes master,1
mm mm mm victor is a sexy man are you taken you are a sexy anonymous person hit up the cell bygrl,1
my home page is all of your nonsense what are you talking about i dont even know what youre saying,1
my friend that offends me haha jkr it ends in a vowel ahh funk me sideways there are tons of people that have names that end in vowels,1
myspace foolio okay dokey who momen please,1
no way fuck you take a myspace picture with me and ill sign it,1
no way man i hate you i have oreos,1
na,1
niggers dude,1
no flip sideways ohh thats dirty,1
no i just took a shower its very dirty,1
no you bring me some i really want some give me money,1
nosy people haha its all good thats what this thing is for right,1
not even my sweater nah fool i gave you your sweater and you gave it back,1
not even michaela michaela isnt shit,1
not half as lame as you youre really tripping on your ballsakz you wish you were as cool as me,1
nothing ahaha baah your lame jokes are so stupid,1
nudes or gtfo taking some right now,1
oh but you have no fun,1
oh shit all your questions are back,1
prank call this person their name is melody,1
are you a nigga from the waist down,1
are you gay for me,1
im so sorry for being late,1
shit,1
shut up mexican yes master,1
so victor i want to go tree climbing do you have any tips eh get it lul do not climb it nigger,1
stop stealing my man hey he came on to me,1
suckin on my mothers tits like you wont call me fuck the pain away,1
sure i just got my account back from being hacked and it has a chip credit card on it now can i play with my friends,1
thats much better youre a great player thanks for the tips,1
thats perfectly hilarious ugh i cant spell right leave me alone hahaha i know what you mean babe dont think about leaving me alone unless you really want me too duh i would never think about leaving you alone unless you really wanted me too,1
the beach is terrible youre my father and soccer is for homosexuals yes yes no,1
theyre being disgusting people shove a penis down their throat,1
you are gay i wear a rubber at all times its a necessity,1
you are gay totally,1
valentines day was on a sunday i had seconds with billy on a sunday,1
victor youre amazing im also pretty horny,1
i will kick their ass ass ass ass,1
was it the last one who you were with where maybe why do you want to know so badly,1
what the fuck why didnt i get it because jew sucks,1
what the fuck is it i dont know,1
what was the best job youve ever had hahaha thats dirty,1
what is your favorite color,1
who asks people if they know me why do i see it all the time who is it that cares you have a fan can you sign my blog,1
who do you think is the prettiest junior i cant answer that on here ask me on myspace or something,1
why are you in mexico im not im in miami just kidding im visiting my dad hopefully ill see my mom,1
why dont you tell me you love me when you do me why dont you last longer,1
why is your butt so big i had no idea you were being sarcastic,1
xoxo ashley xoxo and i are okay now though no more threats so your backup will not be needed alright playa love and hot chicken is what makes the world go round,1
yeah and thanks for having my back the next time someone tells me theyre going to kill me ill be grateful honestly no one in my life has ever told me that until yesterday by xoxoashleyxo she wants me,1
yeah and thanks for having my back the next time someone tells me theyre going to kill me honestly no one in my life has ever told me that until yesterday thug life homegirl,1
yeah next time she threatens to kill me stand up for her i got your back too babygirl,1
yes i agree let me find someone who wants to fight,1
yes i have questions about dating,1
you are such a faggot for going to edc god damn it almost as much of a bitch as that but no where near zach at least but i love you,1
you are get back to me soon i know you like that,1
you dont have a big butt theyre lying to you damn sluttz,1
you gave me my best asset haha but im pretty sure you have no butt daddy exactly i gave it all to you i felt you would be able to put it to better use,1
you give me butterflies youre really annoying me i hate you fool,1
you know dakota thats that,1
you need a form spring dude i need a friend mucking facebook,1
you only like baby girls youre one of my baby girls,1
you suck dick you suck face,1
you suck vg aww thanks,1
you think im kidding but im not r hah i do not think youre kidding,1
youll get keto for going to get her shes really cool runs a minute mile so shes good in bed think shell be up for a threesome,1
youre a baby you want to throw down there,1
youre dirty only on tuesdays p,1
youre retarded never mind k,1
youre so gay the funk is your problem buddy,1
youre supposed to back me up when i threaten to kill someone oh crap my bad nigga i gotchu next time homegirl,1
your picture is very sexy hey thanks for the compliment,1
your picture looks shoplifted i told your monitor to punch you in the face like,1
i think i might be gay,1
and you are not a virgin lies lies yes i am what the fuck,1
are you a virgin do you think i am,1
are you gay you wish,1
ashley is mexican,1
ashley is a nice girl dont mess with her you weirdos thanks a lot love,1
ask me about our waiter,1
but ashley its robert and you know i have cravings to eat our children but robert i think you can eat someone elses children,1
can i eat our baby no you may not,1
colton wants his blowjob im sure hes going to enjoy it,1
did you play gabe im not even answering this with a legitimate response mind your own business thanks,1
do you like sex im a virgin,1
do you know what the theory of the multiverse is its the theory that for every decision that you make a new world is made to reflect that action i hope that is true because that means that there is a world where you and i are together aww who said this,1
do you like pussy,1
do you randomly get raped during math class yes yes i do,1
does armpit sex turn you on,1
fuck a nigger woahman not cool,1
get on your knees for me now,1
give me the head dont give me the toe,1
haha i heard that wendys chili is made from hamburger thats left on the grill when they finish cooking and they scrape it off yeah so your point is,1
hey maybe try asking a question next time like will you be able to perform oral sex on me yes,1
hey be careful i dont want to be a little slut please stop looking at me like that i take a bath right no from the front from the back from the upper side from the lower side from everywhere,1
hi my name is andrew and i want to fuck your brains out you hoe o o woah woah thats nice,1
hi,1
hmm if pokémon was real would you go out and become a pokémon master im naturally a pokémon master dont even think otherwise,1
im so mad i want custody of our kids too bad c,1
how many babies have you eaten im working on my resume as we speak,1
how many dicks fit in your vagina ive never even tried one so,1
i dont want anything in with her why do you have so much beef with me seriously i dont even like beef preferably chicken but hey youre kinda pissing me off dude get off my dick i love you,1
i told you that spring stuff wasnt me well d,1
i want you dead so hows the weather,1
if an energetic midget sloth decided to steal your ipod and pee on it while you were sleeping what would you do when you woke up id keep it as a pet and name it r kelley,1
if the alaskan jumping monkey was to eat all of your pop tarts and rape you in your sleep how would you feel in the morning i would throw a damn fit i love me some pop tarts,1
im the third question bitch xdd woot score eg my formspring was brutally raped today,1
is it true that you kissed that ugly cody kid which one,1
its messed up what youre doing to gabe if you like each other then you should be together and i knew that when i did what i did id get shit from people thanks for making me feel worse,1
wow how many guys do you like oh youre such a dumbass,1
jenna davis told me you were making her mad because you told her you were going to her house today to get it,1
jerk i love you,1
this is not a question it really is not what is this bullshit,1
like dick never,1
mr getonyournees you are scary but hi ashley have you met tim,1
no the answer is spank you very much i dont want to be spanked thanks,1
oh so im not cool enough to be on your top ten we never talk anymore,1
on a to how mad would you be at me if i were to rape you depends on who you are,1
pee pee thats hot,1
penis or vagina or both hm d,1
lol you fail no you do,1
slutr insert winky face here,1
no,1
so from stalking you ive come to realize that you would only date one girl and her name is mika im sorry what now after all the love and devotion ive given you we are through oh oh please please do not do this to me,1
so are you really afraid of jelly yes,1
so would you rather fuck suck touch my dick if its all of the above lets go out uh lets not,1
that is very true you should like to call me earlier so we could have longer deep conversations and what not i love you i love you too but i am reading right now,1
well hes a good friend of mine so i want to know what happened cause he wont tell me he could be a stranger to you or your brother either way its not your business im sorry and im not trying to be rude but its not,1
