post,label
"['couple', 'friend', 'lucas', 'oil', 'peace']",1
"['person', 'last', 'time', 'idea', 'person', 'put', 'name', 'anonymously', 'stupid', 'person', 'put', 'name', 'anonymously', 'stupid', 'person', 'put', 'name', 'anonymously', 'stupid', 'person', 'put', 'name', 'anonymously', 'stupid', 'person', 'put', 'name', 'anonymously', 'stupid', 'person', 'put', 'name', 'anonymously', 'stupid', 'person', 'put', 'name']",1
"['thank', 'talk', 'anymore', 'um', 'thanks']",1
"['know', 'want', 'fuck', 'hey']",1
"['mom', 'laugh', 'loud', 'answer', 'question']",1
"['fuck', 'person', 'r', 'person', 'stupid', 'fuck', 'leave', 'alone', 'crazy', 'bitch', 'need', 'get', 'stop', 'texting', 'every', 'ordinal', 'fucking', 'day', 'everyone', 'read', 'person', 'annoy', 'bitch', 'obsess', 'spread', 'rumor', 'like', 'hate', 'leave', 'fuck', 'alone']",1
"['hate', 'put', 'name', 'please']",1
"['wow', 'girlfriend', 'dani', 'lot', 'guy', 'back', 'sure', 'nothing', 'worry', 'anything', 'worry', 'dina', 'trust']",1
"['like', 'new', 'girl', 'date', 'happen', 'dina', 'like', 'push', 'away', 'enough', 'girl']",1
"['know', 'know', 'let', 'know', 'name', 'tatum', 'person', 'fucking', 'stupid', 'like', 'seriously', 'mentally', 'retarded', 'stupid', 'person']",1
"['mean', 'thanks']",1
"['want', 'gpe', 'look', 'like', 'old', 'friend', 'want', 'suck', 'wrong', 'want', 'gpe', 'jordin', 'keep', 'good', 'thing', 'say', 'hahaha']",1
"['stop', 'stupid', 'may', 'fake', 'bitch', 'need', 'go', 'back', 'idaho', 'hey', 'orr', 'go', 'wford', 'good', 'anyways', 'like', 'maybe', 'friend', 'brock', 'leave', 'okay', 'jordin']",1
"['want', 'go', 'back', 'idaho', 'gpe', 'want', 'anymore', 'want', 'leave', 'would', 'could', 'gpe', 'state', 'want', 'go', 'buy', 'plane', 'ticket']",1
"['girl', 'name', 'tarren', 'cardinal', 'picture', 'go', 'fake', 'give', 'link']",1
"['ahh', 'love', 'question', 'point', 'copier', 'sheesh', 'haha', 'trend', 'setter']",1
"['chance', 'shot', 'love', 'girl', 'drug', 'sex', 'tell', 'org', 'boy', 'fuck', 'pryce', 'really', 'know', 'say', 'r', 'org', 'friend', 'go', 'say', 'r', 'andd']",1
"['virgin', 'yes']",1
['chicken'],1
"['bulimic', 'jesus', 'freak', 'really', 'upset', 'confused', 'make', 'feel', 'like', 'stfu']",1
"['fake', 'even', 'look', 'like', 'fake']",1
"['ballfucking', 'real', 'get', 'vv', 'haha', 'yeah', 'know']",1
"['ballfucking', 'real', 'get', 'vv', 'thankyou']",1
"['nice', 'person', 'nice', 'sorry', 'real', 'person', 'probably', 'one', 'say', 'scarlett', 'leave', 'name']",1
"['besides', 'chick', 'start', 'something', 'true', 'even', 'say', 'amen', 'haha', 'pretty', 'much', 'annoy', 'except', 'kind', 'compliment', 'people', 'think', 'fake']",1
"['c', 'cup', 'b', 'cup', 'big', 'cup', 'steh']",1
"['damn', 'go', 'bathroom', 'watch', 'monkey', 'damn', 'well']",1
"['damn', 'flirt', 'another', 'girl', 'boyfriend', 'know', 'call', 'gpe', 'would', 'call', 'whore', 'um', 'know', 'joke', 'around', 'whole', 'time', 'actually', 'think', 'call', 'ride', 'say', 'sorry', 'girl']",1
"['dear', 'babydoll', 'please', 'stop', 'try', 'start', 'something', 'mean', 'really', 'living', 'living', 'living', 'living', 'living', 'living', 'living', 'living', 'living', 'living', 'living', 'living']",1
"['scarlett', 'really', 'make', 'person', 'boy', 'bathroom', 'smoke', 'pot', 'sneak', 'get', 'drunk', 'give', 'hand', 'job', 'ask', 'ask']",1
"['like', 'justin', 'hahaahaaha', 'another', 'one', 'question', 'maybe']",1
"['honestly', 'think', 'would', 'leave', 'comment', 'formspring', 'tell', 'nice', 'know', 'please', 'stick', 'girl', 'mean', 'pretty', 'sure', 'nice', 'mean', 'nice', 'know', 'soo']",1
['person'],1
"['want', 'rain', 'parade', 'sure', 'hate', 'ignorant', 'norp', 'believe', 'gpe', 'give', 'right', 'act', 'like', 'lowlevel', 'scum', 'sucker', 'need', 'live', 'real', 'world', 'pull', 'head', 'dark', 'place', 'shove', 'amen']",1
"['eat', 'dick', 'complain', 'gpe', 'day', 'shove', 'get', 'tell', 'suck', 'dick', 'eat', 'cardinal', 'umm', 'great']",1
"['ever', 'call', 'whore', 'oh', 'man', 'hurt', 'bad', 'haha', 'people', 'say', 'know']",1
"['ever', 'sex']",1
"['fake', 'mean', 'look', 'pretty', 'okay', 'well', 'question', 'ask', 'fake', 'use', 'someone', 'elses', 'picture', 'internet', 'really', 'take', 'compliment', 'people', 'fake', 'think', 'look', 'really', 'pretty', 'soo', 'stfu']",1
"['fake', 'haha', 'okay', 'even', 'look', 'fake', 'put', 'proof', 'lame', 'family', 'comment', 'facebook', 'say', 'funny']",1
"['fake', 'haha', 'sorry']",1
"['org', 'pretty', 'much', 'proof', 'facebook', 'haha', 'really', 'real']",1
"['fake', 'news', 'pretty', 'much', 'already', 'proof']",1
"['girl', 'want', 'use', 'picture', 'obviously', 'hot', 'really', 'dumb', 'guy', 'fucks', 'hahaahhaha', 'start', 'take', 'compliment', 'lol', 'dd']",1
"['haha', 'wow', 'sweet', 'innocent', 'always', 'like', 'st', 'fck', 'buy', 'stand', 'shit', 'stand', 'without', 'bitch', 'like', 'people', 'say', 'post', 'unless', 'look', 'attention', 'damn', 'haha', 'okay', 'jordin']",1
"['haha', 'oh', 'god', 'actual', 'jerk', 'okay']",1
"['haha', 'love', 'post', 'everything', 'anonymously', 'tabi', 'fake', 'anyone', 'fake', 'cheyenne', 'girl', 'seriously', 'leave', 'tabi', 'alone', 'dumb', 'good', 'nothing', 'people', 'thank']",1
"['haha', 'haha', 'haha', 'haha', 'l', 'shut', 'dumpster', 'baby']",1
"['ever', 'think', 'brother']",1
"['idea', 'stop', 'try', 'get', 'hook', 'tabitha', 'actually', 'find', 'someone', 'suck', 'person', 'haha', 'doubt', 'ever', 'happen', 'girl', 'like', 'pervert', 'douche', 'perfect']",1
"['hey', 'stupid', 'people', 'see', 'everyone', 'know', 'tabi', 'real', 'life', 'yeah', 'retard', 'still', 'call', 'fake', 'operate', 'computer', 'say', 'person', 'oh', 'god', 'love']",1
"['hey', 'idiots', 'tabis', 'sister', 'know', 'use', 'fake', 'account', 'leave', 'alone', 'already', 'thanks', 'think', 'use', 'fake', 'picture', 'like']",1
"['hey', 'love', 'drive', 'homo', 'ahahahahahahahahahaha']",1
"['hey', 'tablo', 'read', 'bio', 'laugh', 'loud', 'love', 'favorite', 'song', 'movie', 'book', 'etc', 'question', 'bulk', 'save', 'time', 'guess', 'haha', 'god', 'love', 'forget', 'ask', 'anominously', 'song', 'name', 'man', 'robot', 'hand', 'movie', 'nightmare', 'christmas', 'book', 'weight', 'silence', 'lockerbuddieslife', 'yo']",1
"['really', 'nothing', 'well', 'know', 'couple', 'people', 'like', 'probably', 'say', 'face', 'come', 'talk']",1
"['friend', 'hmm', 'sure', 'tell', 'happen', 'plenty']",1
"['bet', 'right', 'cardinal', 'put', 'facebook', 'get', 'attention', 'oh', 'catch', 'write', 'one']",1
"['like', 'tabitha', 'like', 'girl', 'lead', 'well']",1
"['hope', 'move', 'good', 'thing', 'even', 'show', 'name', 'say', 'want', 'go', 'brock']",1
"['one', 'call', 'hoe', 'shit', 'bitch', 'org', 'fucking', 'girl', 'friend', 'back', 'fuck', 'quit', 'throw', 'self', 'whore', 'ok', 'know', 'cardinal']",1
"['love', 'life', 'actually', 'life', 'say', 'love', 'life', 'seriously', 'laugh', 'read', 'life', 'one', 'like', 'dumb', 'bitch', 'get', 'straight', 'head']",1
"['love', 'life', 'actually', 'life', 'say', 'love', 'life']",1
"['love', 'tell', 'person', 'delete', 'monster', 'even', 'delete', 'monster', 'bitch', 'hahaha', 'okay', 'well', 'actually', 'know', 'delete', 'look', 'boyfriend', 'want', 'people', 'say', 'mean', 'thing', 'totally', 'fine', 'people', 'say', 'stuff']",1
"['love', 'know', 'something', 'heart', 'still', 'feel', 'way', 'admit', 'inspiration', 'tabitha', 'stop', 'love', 'love', 'much', 'go', 'tell', 'girl', 'friend']",1
"['think', 'pretty', 'funny', 'like', 'stfu', 'waste', 'time', 'write', 'stfu', 'stop', 'waste', 'time', 'reply', 'tabi', 'stop', 'leave', 'stuff', 'form', 'spring', 'seriously', 'haha']",1
"['think', 'go', 'like', 'lot']",1
"['want', 'show', 'one', 'poem', 'write', 'date', 'meet', 'date', 'know', 'go', 'like', 'till', 'end', 'still', 'know', 'ever', 'want', 'date', 'ever', 'blame', 'think', 'girl', 'friend', 'get', 'together', 'date', 'dump', 'something', 'stupid']",1
"['whore', 'haha']",1
"['texting', 'right', 'respond', 'go', 'burn', 'house', 'mean', 'proper']",1
"['give', 'dollar', 'would', 'lick', 'candy', 'cane', 'giggly', 'person']",1
"['saw', 'without', 'clothes', 'would', 'bite', 'master', 'eww', 'shut', 'pervert']",1
"['could', 'eat', 'dinner', 'person', 'dead', 'alive', 'would', 'would', 'go', 'oh', 'oh', 'person', 'draw', 'dennys', 'haha', 'hitler', 'person', 'time', 'cuz', 'person', 'jew', 'want', 'see', 'would', 'turn', 'would', 'eat', 'einstein', 'house', 'could', 'think', 'something', 'smart']",1
"['notice', 'tabi', 'try', 'say', 'definition', 'something', 'say', 'anything', 'mean', 'tell', 'shut', 'k', 'mean', 'nice', 'stop', 'alright', 'stop', 'talk', 'okay', 'h', 'haha']",1
"['go', 'call', 'someone', 'fake', 'least', 'spell', 'right', 'geez', 'believe', 'yeah', 'hilarious']",1
"['person', 'grow', 'laugh', 'hilarious', 'yeah', 'great']",1
"['leave', 'tabi', 'alone', 'know', 'fact', 'anything', 'pretty', 'sure', 'pathetic', 'say', 'shit', 'anomalously', 'ball', 'say', 'face', 'fake', 'grow', 'pair', 'shut', 'hell', 'care', 'love', 'jo']",1
"['leave', 'tabitha', 'alone', 'pervert', 'type', 'girl', 'want', 'sex', 'sweet', 'heart', 'mess', 'hero', 'thank', 'love', 'husband']",1
"['leave', 'gpe', 'bitch', 'one', 'want', 'quit', 'hat', 'gpe', 'brock', 'perfectly', 'fine', 'without', 'leave', 'okay', 'buy', 'plane', 'ticket', 'thank']",1
"['lol', 'would', 'tabi', 'fake', 'haha', 'crack', 'put', 'picture', 'put', 'different', 'name', 'low', 'back', 'question', 'hmmm', 'like', 'caramal', 'apple', 'exactly', 'ugh', 'make', 'mad', 'go', 'eff', 'school', 'together', 'believe', 'haha', 'oh', 'well', 'yes', 'yes', 'like', 'lemon', 'drop']",1
"['samantha', 'whore']",1
"['fuck', 'people', 'dick', 'know', 'sure', 'talk', 'hmmm']",1
"['people', 'really', 'anything', 'good', 'life', 'tell', 'shut', 'get', 'life', 'stop', 'tell', 'fake', 'ugly', 'realize', 'reason', 'mean', 'insecure', 'falloffacliff', 'hhahahahahha', 'thankyou', 'lockerbuddiesforlife']",1
"['quit', 'mean', 'happy', 'jack', 'mean', 'simply', 'go']",1
"['quit', 'fishing', 'compliment', 'say', 'ugly', 'annoying', 'well', 'fish', 'compliment', 'annoy', 'go', 'something', 'else', 'rude']",1
"['big', 'douchebag', 'know']",1
"['really', 'know', 'many', 'people', 'like', 'claim', 'friend', 'stfu', 'haha', 'tell', 'stfu', 'waste', 'time', 'write', 'person']",1
"['say', 'man', 'stand', 'front', 'say', 'money', 'get', 'give', 'blow', 'job', 'last', 'time', 'give', 'guy', 'blow', 'job', 'stfu']",1
"['screw', 'people', 'dick', 'amen', 'haha']",1
"['norp', 'make', 'really', 'upset', 'want', 'talk', 'shit', 'please', 'talk', 'shit', 'instead', 'tabi', 'please', 'leave', 'alone', 'thanks']",1
"['sexy', 'man', 'alive', 'rape', 'would', 'enjoy', 'rape', 'willing']",1
"['stop', 'call', 'tabi', 'fake', 'obviously', 'fake', 'bitch', 'life', 'know', 'tabi', 'seem', 'like', 'nice', 'person', 'hahaha', 'want', 'know', 'cheyenne']",1
"['tabi', 'fake', 'anyway', 'go', 'suck', 'fat', 'one', 'seriously', 'beat', 'ass', 'love', 'tabi', 'thankyou']",1
"['tabi', 'rock', 'sock', 'love', 'person']",1
"['person', 'fake', 'people', 'steal', 'picture', 'put', 'photobucket', 'maybe', 'real', 'deal', 'keep', 'accuse', 'fake', 'get', 'springboard', 'know', 'fuck', 'amen']",1
"['tabitha', 'would', 'good', 'grind', 'know', 'grinding', 'dance', 'shilo', 'yeah', 'live', 'anymore', 'go', 'shilo']",1
"['chelsea', 'girl', 'people', 'accuse', 'fake', 'finally', 'get', 'url', 'wwmyyearbookcom', 'friend', 'org', 'get', 'delete', 'sayin', 'real', 'girl', 'fake']",1
"['call', 'skinny', 'jean', 'make', 'skinny', 'jean', 'okay', 'haha', 'fat']",1
"['place', 'question', 'try', 'ask', 'color', 'condom', 'kid', 'really', 'screw', 'stop', 'texting', 'probably', 'go', 'fall', 'stair']",1
"['people', 'rude', 'tabi', 'shut', 'clearly', 'stupid', 'realize', 'place', 'ask', 'question', 'complete', 'bitch', 'tabi', 'prefer', 'white', 'wheat', 'bread', 'lmfao', 'hahahahahhah', 'ever', 'say', 'hero', 'umm', 'like', 'white', 'better']",1
"['question', 'say', 'fat', 'suppose', 'say', 'fat', 'period', 'put', 'question', 'mark', 'say', 'fat', 'dumb', 'um', 'actually', 'fat', 'like', 'stupid', 'say', 'rude']",1
"['told', 'douche', 'well']",1
"['sorry', 'know', 'maybe', 'need', 'lose', 'weight', 'huh', 'haha', 'think']",1
"['um', 'love', 'people', 'anonymous', 'someone', 'say', 'person', 'need', 'grow', 'pair', 'really', 'cool', 'amberhaha']",1
"['facebook', 'fake', 'saw', 'facebook', 'different', 'last', 'name', 'picture', 'proof', 'please', 'give', 'link', 'make', 'really', 'upset', 'people', 'use', 'stuff', 'sorta', 'proof', 'videos', 'school', 'sign', 'language', 'video', 'family', 'friend', 'people', 'school', 'tell', 'make', 'proof', 'give', 'link']",1
"['facebook', 'fake', 'saw', 'facebook', 'name', 'picture', 'different', 'last', 'name', 'proof', 'well', 'pretty', 'much', 'proof', 'haha', 'really']",1
"['even', 'really', 'marry', 'guy', 'fag', 'even', 'go', 'get', 'big', 'deal', 'think', 'aware', 'really', 'married', 'haha', 'big', 'deal', 'get', 'part', 'need', 'understand']",1
"['pretty', 'think', 'pretty', 'girl', 'wow', 'stupid', 'evil', 'go', 'rude', 'somewhere', 'else', 'even', 'think', 'pretty']",1
"['say', 'uhh', 'lot', 'really', 'add', 'random', 'guy', 'know', 'talk', 'time', 'little', 'desperate', 'org', 'haha', 'okay']",1
"['sorry', 'wife', 'name', 'tabitha', 'fake', 'let', 'u', 'make', 'song', 'name', 'tabitha', 'fake', 'fuck', 'anonymous', 'life', 'lmfao', 'literally', 'laugh', 'computer', 'time', 'sister', 'like', 'wtf']",1
"['wait', 'cheyenne', 'send', 'request', 'wait', 'name', 'tabitha', 'r', 'fake', 'tabitha', 'jai', 'locascio', 'clue', 'cheyenne', 'please', 'send', 'link', 'see', 'guess', 'might', 'use', 'picture', 'myspace', 'facebook']",1
"['want', 'kid', 'get', 'marry', 'kill', 'alone']",1
"['well', 'ask', 'fake', 'look', 'like', 'one', 'fake', 'scene', 'girl', 'haha', 'well', 'laugh']",1
"['definition', 'hate', 'relationship', 'mean', 'hate', 'way', 'pretty', 'sure', 'would', 'smite', 'righteous', 'fury', 'hatin', 'okayayy']",1
"['whatever', 'fake', 'nothing', 'good', 'life', 'hahaha', 'okay']",1
"['wrong', 'chicken', 'little', 'stuff']",1
"['mean', 'fake', 'mean', 'attitude', 'fake', 'personality', 'dead', 'alive', 'say', 'um', 'say', 'people', 'hahaha', 'funny', 'jordin', 'mean', 'mean', 'use', 'someone', 'elses', 'picture', 'stop', 'okay']",1
"['weirdo', 'spell', 'time', 'wrong', 'haha', 'weirdo', 'comment', 'anomnous', 'hahaha', 'idkk']",1
"['woman', 'give', 'hard', 'time', 'freaking', 'bitch', 'people', 'get', 'mad', 'say', 'gpe', 'stupid', 'really', 'insider', 'old', 'school', 'family', 'say', 'want', 'switch', 'school', 'go', 'big', 'one', 'use', 'small', 'school', 'drama', 'everyone', 'freak', 'school', 'good', 'enough', 'something']",1
"['friend', 'ominous']",1
"['criticize', 'gpe', 'much', 'ever', 'hate', 'much', 'gpe', 'state', 'lame', 'perfectly', 'fine', 'use', 'live', 'people', 'smallminded', 'snobby', 'much', 'hate', 'state', 'hate', 'people', 'gpe', 'ugly', 'grass']",1
"['steal', 'picture', 'cheyenne', 'video', 'cheyenne', 'give', 'url']",1
"['always', 'feel', 'need', 'tell', 'whole', 'world', 'people', 'hit', 'time', 'norp', 'much', 'bragging', 'right', 'kind', 'conceited', 'sounding', 'say', 'okay', 'haha']",1
"['think', 'every', 'guy', 'want', 'hate', 'break', 'honey', 'well', 'think', 'anyone', 'like']",1
"['everyone', 'get', 'mad', 'like', 'small', 'school', 'like', 'shut', 'look', 'say', 'say', 'something', 'least', 'big', 'enough', 'person', 'show', 'write', 'message', 'oh', 'goodness', 'keeley', 'love', 'lockerbuddies', 'life', 'true']",1
"['would', 'let', 'jake', 'sideways', 'person', 'awesome', 'haha', 'love', 'jake', 'whoa', 'even', 'answer', 'joking']",1
"['would', 'rather', 'swim', 'pool', 'ocean', 'like', 'actually', 'question', 'loserbashing']",1
"['yeah', 'friend', 'like', 'person', 'palmer', 'um']",1
"['stupid', 'baby', 'shut', 'rip', 'hair', 'tranny', 'best', 'love']",1
"['want', 'kick', 'ass', 'say', 'admit', 'mistake', 'say', 'sorry', 'good', 'guy', 'hope', 'guys', 'keep', 'talk', 'perfect']",1
"['terribly', 'rude', 'everyone', 'sick', 'abuse', 'every', 'good', 'thing', 'happen', 'destroy', 'hate', 'fake', 'smile', 'way', 'careful', 'trust', 'dead', 'alive', 'head', 'someone', 'still', 'care', 'um', 'actually', 'really', 'norp', 'make', 'sense']",1
"['get', 'brain', 'day', 'either', 'hand', 'people', 'would', 'use']",1
"['give', 'wood', 'go', 'play', 'traffic']",1
"['guy', 'fake', 'get', 'good', 'still', 'go', 'school', 'fact', 'hoe', 'glad', 'stay', 'gpe', 'hahaha', 'okay', 'sweet', 'definition', 'hoe']",1
"['look', 'bulimic', 'skinny', 'okay', 'get', 'big', 'jug', 'hot', 'stfu']",1
"['bio', 'quite', 'interest', 'say', 'boo', 'whore', 'talk', 'confused', 'person', 'think', 'remember', 'tell', 'leave', 'alone', 'interesting', 'movie', 'mean', 'girl', 'confused', 'still', 'stalk', 'try', 'put', 'stop']",1
"['face', 'mess', 'get', 'dog', 'something', 'different', 'chew', 'haha', 'okay', 'jordin']",1
"['obsess', 'look', 'oh', 'haha', 'funny', 'cardinal', 'time', 'makeup', 'hair', 'unless', 'barely', 'wear', 'makeup', 'good', 'think', 'think', 'ugly', 'avoid', 'mirror']",1
"['fake', 'go', 'suck', 'vagina', 'fake', 'sure', 'look', 'like', 'fake', 'pretty', 'thanks', 'though']",1
"['hot', 'give', 'wood', 'talk']",1
"['hot', 'give', 'wood', 'well', 'talk', 'please', 'maybe', 'go', 'fall', 'couple', 'stair']",1
"['stupid', 'say', 'pretty', 'people', 'like', 'oh', 'pretty', 'stop', 'mean', 'totally', 'agree', 'ugly', 'shit', 'bad', 'ugly', 'shit', 'go', 'die', 'person', 'okay']",1
"['zip', 'dumpster', 'baby', 'get', 'person', 'actually', 'wtf', 'hahahaha']",1
"['zip', 'pant', 'girl', 'haha', 'kayy']",1
"['angry', 'homosexual', 'like', 'person', 'please', 'say', 'haha']",1
"['shemale', 'female', 'haha', 'write']",1
"['norp', 'porn']",1
"['herpes', 'also', 'know', 'sepreh', 'would', 'still', 'friend', 'herpes', 'org', 'fact', 'always', 'go', 'spell', 'herpes', 'herpies', 'haha', 'pie']",1
"['bet', 'nobody', 'nemo', 'star', 'shit', 'cow', 'fag', 'well', 'zobliviously', 'nb', 'lol']",1
"['hear', 'rap', 'kaylas', 'cat', 'kill', 'eat', 'dinner', 'true', 'lol', 'check', 'spell', 'fool', 'haha', 'debatable', 'yes', 'lily', 'best']",1
"['ask', 'go', 'thinging', 'n', 'kid', 'know', 'ask', 'still', 'coz', 'anonymous', 'lol']",1
"['know', 'love', 'old', 'hairy', 'men', 'boob', 'flop', 'around', 'laugh', 'loud']",1
"['could', 'eat', 'dinner', 'person', 'dead', 'alive', 'would', 'would', 'go', 'hitler', 'would', 'go', 'norp', 'place', 'lol']",1
"['need', 'advice', 'well', 'ask', 'chick', 'need', 'advice', 'unless', 'help', 'people', 'sockeating', 'problem', 'say', 'sock', 'mean', 'ding', 'dong', 'lol']",1
"['ohh', 'dare', 'sock', 'eat', 'bitch', 'lol', 'person', 'sock']",1
"['retarded', 'pick', 'scientifically', 'probably', 'would', 'say', 'yes', 'lol']",1
"['rape', 'wrong', 'accepts', 'wait']",1
"['someone', 'stupid', 'lol', 'mean', 'get', 'back', 'write', 'letter']",1
"['favorite', 'movie', 'quote', 'come', 'bella', 'want', 'come', 'haha', 'oh', 'new', 'moon', 'love']",1
"['hint', 'lily', 'think', 'hint', 'lily', 'lily', 'wrong', 'chick', 'whore', 'lol', 'joke', 'love']",1
"['astronaut', 'change', 'clock', 'move', 'different', 'time', 'zone', 'space', 'think']",1
"['think', 'hot', 'sexy', 'insecure']",1
"['worry', 'blackmail', 'would', 'never', 'tell', 'anyone', 'matter', 'know', 'answer', 'haha', 'thanks']",1
"['haha', 'whoever', 'ask', 'favorite', 'sex', 'position', 'know', 'answer', 'lol', 'haha', 'haha', 'haha', 'bahah', 'yup', 'go', 'tell', 'whole', 'fucking', 'world', 'lol']",1
"['handcuff', 'onearmed', 'man', 'wow', 'really']",1
"['girl', 'large', 'breast', 'work', 'hooter', 'girl', 'cardinal', 'leg', 'work', 'ihop', 'possibly', 'know', 'largebreasted', 'girl', 'could', 'work', 'ihop']",1
"['people', 'one', 'arm', 'go', 'get', 'nail', 'pay', 'cardinal', 'price', 'idgaf', 'p']",1
"['anything', 'pink', 'within', 'foot', 'yes', 'brush']",1
"['welcome', 'slut', 'must', 'really', 'bore', 'send', 'thing']",1
"['think', 'victoria', 'secret', 'know']",1
"['would', 'chair', 'look', 'like', 'knee', 'bend', 'way', 'clue']",1
"['favorite', 'sex', 'position', 'top', 'dad', 'answer']",1
"['obituary', 'find', 'living', 'section', 'newspaper', 'know']",1
"['call', 'donkey', 'kong', 'donkey', 'jackass', 'lol', 'know']",1
"['lie', 'think', 'change', 'appearance', 'get', 'tattoo', 'make', 'people', 'recognize', 'ugly', 'inside', 'enough', 'say', 'wow', 'totally', 'go', 'want', 'tattoo', 'change', 'appearance', 'hide', 'anything', 'definitely', 'goal', 'think', 'ugly', 'inside', 'thank', 'opinion', 'one', 'think']",1
"['want', 'haha', 'oh', 'thy', 'want', 'tooron']",1
['fool'],1
"['betty', 'fuck', 'fuck', 'haha']",1
"['ask', 'something', 'yes', 'course', 'haha']",1
"['cool', 'sneak', 'long', 'hang', 'creepy', 'know', 'sneak', 'whenever', 'want']",1
"['like', 'sex', 'haha']",1
"['kind', 'weird', 'question', 'people', 'ask', 'drink', 'smoke', 'shit', 'know', 'question', 'mom', 'much', 'handle', 'whatever', 'yeah', 'agree', 'man', 'weird', 'people', 'want', 'know']",1
['hello'],1
"['many', 'time', 'fucked', 'fortyfour', 'reez', 'fuck']",1
"['could', 'date', 'celebrity', 'would', 'believe', 'already', 'answer', 'question', 'pretty', 'similar', 'read']",1
"['guy', 'fuck', 'get', 'girl', 'well', 'uh', 'alright', 'good', 'know', 'funny']",1
"['stop', 'fucking', 'lie', 'use', 'smoke', 'stupid', 'smoke', 'haha', 'chill', 'kid', 'anymore']",1
"['oh', 'get', 'look', 'every', 'day', 'send', 'email', 'every', 'time', 'answer', 'never', 'get', 'stop', 'try', 'fuck', 'freshman', 'fagg', 'damn']",1
"['pretty', 'girl', 'question', 'thanks', 'ask']",1
"['know', 'smoke', 'anymore', 'stuff', 'like', 'really', 'good', 'stuff', 'use', 'smoke', 'together', 'way', 'fun', 'even', 'fun', 'high', 'please', 'couple', 'bowl', 'fuck', 'never', 'smoke', 'life', 'smoke', 'quit', 'ask']",1
"['would', 'say', 'love', 'dude', 'check', 'page', 'daily', 'crazy', 'go', 'back', 'girlfriend']",1
"['go', 'get', 'jump', 'stupid', 'bitch', 'fuck']",1
"['well', 'want', 'people', 'judge', 'ask', 'set', 'background', 'picture', 'ask', 'different']",1
"['type', 'car', 'trunk', 'accidentally', 'drive', 'car', 'truck', 'buddy']",1
"['bad', 'concert', 'go', 'martina', 'mcbride', 'step', 'dad', 'make', 'take', 'mom', 'date', 'fucking', 'gay']",1
"['favorite', 'movie', 'quote', 'mess', 'thing', 'course', 'man']",1
"['live', 'billing']",1
"['best', 'place', 'go', 'billing', 'sneak', 'sometime', 'haha', 'haha', 'haha', 'briarwood', 'drive', 'fuck', 'jerk']",1
"['ask', 'many', 'time', 'fucked', 'anonymous', 'right', 'big', 'deal']",1
"['last', 'go', 'cameren', 'loomen', 'uhh', 'nice', 'spell', 'dumb', 'ass', 'r', 'c', 'e', 'r', 'org', 'nr', 'hell', 'fucking', 'idiot', 'r', 'anyway', 'layne', 'renolds']",1
"['cardinal', 'comma', 'shit', 'put', 'mmhmm']",1
"['bitch', 'whore', 'cunt', 'r', 'hate', 'guts', 'lol', 'miki', 'love']",1
"['sex', 'get', 'girl', 'god', 'really', 'hope', 'org', 'talk', 'time', 'haha', 'r', 'ashley', 'talk', 'time', 'haha', 'r', 'someone', 'else', 'straight', 'sorry']",1
"['marry', 'sorry']",1
"['good', 'haha', 'shut', 'person', 'suck']",1
"['music', 'snob', 'whore', 'direct', 'whore', 'listen', 'listen', 'let', 'people', 'like', 'talk', 'haha']",1
"['please', 'know', 'shit', 'get', 'level', 'maybe', 'well', 'talk', 'hahaha', 'girl', 'blood', 'suck', 'video', 'game']",1
"['old', 'enough', 'answer', 'question', 'lol', 'old', 'haha', 'well', 'funny', 'lol']",1
"['baby', 'want', 'eat', 'beef', 'oh', 'really', 'tell', 'age', 'go', 'look', 'inbox', 'haha', 'want', 'beef', 'mean']",1
"['cute', 'welcome', 'cutiee']",1
"['really', 'excite', 'guy', 'sexy', 'fuck', 'huge', 'leg', 'big', 'butt', 'hot', 'yeah', 'yeah', 'really', 'nice', 'leg']",1
"['eat', 'meat', 'keep', 'buck', 'mean', 'laugh', 'loud']",1
"['call', 'shady', 'nickname', 'bitch', 'name', 'name', 'show', 'bitch', 'move', 'hat']",1
"['talk', 'rachel', 'stupid', 'huh', 'smell', 'hater', 'lol']",1
"['fagg', 'hahahaha', 'fagg', 'buddy', 'lol']",1
"['friend', 'request', 'huh']",1
"['go', 'away', 'mad', 'corny', 'fuck', 'pussy']",1
['good'],1
"['huh', 'site', 'fuck', 'fuck', 'care', 'haha', 'lol']",1
"['go', 'check', 'anyway']",1
"['spam', 'worthless', 'woman']",1
"['yell', 'nigguh', 'pass', 'link', 'maybe']",1
"['listen', 'radio', 'surf', 'random', 'channel', 'hear', 'song', 'tv', 'something', 'oh', 'haha', 'really', 'damn', 'haha', 'yes', 'would', 'hate', 'cardinal', 'time']",1
"['want', 'huh', 'lol']",1
"['guy', 'haha', 'fag', 'haha', 'talk', 'fag', 'bitch']",1
"['let', 'kill', 'stupid', 'worthless', 'want', 'really', 'haha']",1
"['omg', 'see', 'picture', 'emogasmcom', 'lol', 'haha', 'big', 'lie']",1
"['please', 'person', 'horny', 'beyond', 'imagination', 'need', 'make', 'wet', 'whatever', 'like']",1
"['nasty', 'white', 'queen', 'lmao', 'haha', 'ask', 'something', 'look', 'ok']",1
"['gay', 'straight', 'fuck']",1
"['rate', 'formsprinqme', 'belindababyxo', 'fasho', 'lol']",1
